business_name,city,county,state,latitude,longitude,location_type,partial_match
Chloes Place I,,Brevard,florida,28.3728394,-80.7708056,ROOFTOP,True
Christallis Manor Ii,,Broward,florida,26.0272804,-80.1506133,ROOFTOP,True
Christallis Manor,,Broward,florida,26.0272804,-80.1506133,ROOFTOP,True
Christel Care,,Palm Beach,florida,26.7056206,-80.0364297,APPROXIMATE,True
Cinnamon Cove Alf,,Pasco,florida,28.2484126,-82.72057269999999,ROOFTOP,True
Citrus Garden Alf,,Seminole,florida,28.6617129,-81.2814403,ROOFTOP,True
Clara & Angel Alf,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Claridge House At The Bridges (The),,Hillsborough,florida,28.044566,-82.5966718,GEOMETRIC_CENTER,True
Clarys #2 Corp,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Cleon Corp Family Care,,Miami-Dade,florida,25.8899265,-80.3636259,ROOFTOP,True
Cloudberry Lodge At Brandon,,Hillsborough,florida,27.8835312,-82.2960205,ROOFTOP,True
Cloverdale Inn,,Hillsborough,florida,27.9903597,-82.3017728,APPROXIMATE,True
Cobblestone Manor,,Hernando,florida,28.4344493,-82.6019537,ROOFTOP,True
Colonial Assisted Living At Fort Lauderdale,,Broward,florida,26.1629339,-80.2237706,ROOFTOP,True
Colonial Assisted Living At Miami,,Miami-Dade,florida,25.9336787,-80.2323906,ROOFTOP,True
Colonial Assisted Living At Palm Beach,,Palm Beach,florida,26.7354744,-80.08924429999999,ROOFTOP,True
Colonial Assisted Living At Tampa Fl,,Hillsborough,florida,28.0562381,-82.441302,ROOFTOP,True
Colonial Assisted Living At West Palm Beach Fl,,Palm Beach,florida,26.7123575,-80.05684889999999,ROOFTOP,True
Colonnade At Beckett Lake (The),,Pinellas,florida,27.993143,-82.7479898,ROOFTOP,True
Comfort Care Alf Of Tampa Bay,,Hillsborough,florida,27.990785,-82.4857282,ROOFTOP,True
Comfort Care Home Alf,,St. Lucie,florida,27.2718714,-80.4219498,ROOFTOP,True
Comfort Residence.,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Comfort Springs Home Care.,,Broward,florida,26.190096,-80.365865,APPROXIMATE,True
Community Transition Services Of Florida,,Orange,florida,28.9488761,-81.2986741,APPROXIMATE,True
Compassion Senior Living,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Compassionate Care Homes,,Orange,florida,28.4549926,-81.4979396,ROOFTOP,True
Compassionate Care Sanctuary,,Osceola,florida,28.1928697,-81.4481002,ROOFTOP,True
Concordia Village Of Tampa,,Hillsborough,florida,28.0701391,-82.4164031,ROOFTOP,True
Consuelos Alf,,Hillsborough,florida,27.8898219,-82.5187054,ROOFTOP,True
Convivial Jacaranda Trace,,Sarasota,florida,27.0532695,-82.3988073,ROOFTOP,True
Coquina Cay Alf,,Volusia,florida,29.0279842,-81.0754657,APPROXIMATE,True
Coquina Cove Alf,,Volusia,florida,29.1143693,-81.0623562,APPROXIMATE,True
Coral Oaks,,Pinellas,florida,28.0751298,-82.7358289,ROOFTOP,True
Coral Park Senior Care Of Miami,,Miami-Dade,florida,25.7552767,-80.338943,ROOFTOP,True
Coral Plaza Alf,,Broward,florida,26.2430229,-80.2065844,ROOFTOP,True
Coral Reef Alf,,Brevard,florida,28.0291526,-80.711956,ROOFTOP,True
Coral Sand,,Miami-Dade,florida,25.8632861,-80.1232641,ROOFTOP,True
Coral Springs Country Club For Seniors.,,Broward,florida,26.2668509,-80.28008539999999,ROOFTOP,True
Coral Terrace Alf,,Miami-Dade,florida,25.7497587,-80.3045073,ROOFTOP,True
Coral Villa Adult Care,,Miami-Dade,florida,25.7401116,-80.3021586,ROOFTOP,True
Coral Villa Ii Corp,,Miami-Dade,florida,25.7401116,-80.3021586,ROOFTOP,True
Coral Way Senior Care,,Miami-Dade,florida,25.7481467,-80.3131426,GEOMETRIC_CENTER,True
Cordero Residence,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Cordoba Alf,,Miami-Dade,florida,25.5516034,-80.6326916,APPROXIMATE,True
Cornell Alf,,Miami-Dade,florida,25.6850259,-80.3811316,ROOFTOP,True
Corrigan Place Alf,,Hernando,florida,28.4566776,-82.5303787,ROOFTOP,True
Cortez House Assisted Living Facility,,Manatee,florida,27.4741379,-82.61182740000001,ROOFTOP,True
Cottages Of Bradenton Home Alf,,Manatee,florida,27.4396216,-82.53477,ROOFTOP,True
Country Comfort Care Ii,Ocoee,Orange,florida,28.5576308,-81.5288348,ROOFTOP,True
Country Comfort Care,Clermont,Lake,florida,28.617016,-81.7007299,ROOFTOP,True
Country Inn,Pinellas Park,Pinellas,florida,27.8455982,-82.68921519999999,ROOFTOP,True
Country Living Assisted Care Center,Port Saint Lucie,St. Lucie,florida,27.2901824,-80.38234659999999,ROOFTOP,True
Country Manor Assisted Living,Plant City,Hillsborough,florida,28.0475862,-82.1533366,ROOFTOP,True
Country Villa Alf,Callahan,Nassau,florida,30.5621807,-81.8306621,APPROXIMATE,True
Countryside Haven,Palm Harbor,Pinellas,florida,28.0559095,-82.7364093,ROOFTOP,True
Countryside Lakes,Port Orange,Volusia,florida,29.1234201,-81.00725109999999,ROOFTOP,True
Courtyard Assisted Living (The),Punta Gorda,Charlotte,florida,26.9297836,-82.0453664,APPROXIMATE,True
Courtyard Gardens Of Jupiter,Jupiter,Palm Beach,florida,26.9186082,-80.1359672,ROOFTOP,True
Courtyard Gardens Senior Living,Boynton Beach,Palm Beach,florida,26.497881,-80.091105,ROOFTOP,True
Courtyard Plaza,North Miami Beach,Miami-Dade,florida,25.9174971,-80.2041014,ROOFTOP,True
Cove At The Marbella The,Naples,Collier,florida,26.2386345,-81.8134819,ROOFTOP,True
Covenant Living Of Florida,Plantation,Broward,florida,26.1216945,-80.2686627,ROOFTOP,True
Coventry Assisted Living,Plant City,Hillsborough,florida,28.026892,-82.09617639999999,ROOFTOP,True
Cox Adult Living Facility,Plant City,Hillsborough,florida,27.9391322,-82.0878302,ROOFTOP,True
Cozy Care Residence Alf,North Miami,Miami-Dade,florida,25.900507,-80.17607799999999,ROOFTOP,True
Cozy Care Residence Pembroke Alf,Pembroke Pines,Broward,florida,26.0168084,-80.2958975,ROOFTOP,True
Cranes View Lodge,Clermont,Lake,florida,28.542144,-81.7275068,ROOFTOP,True
Creative Living Centers,Panama City,Bay,florida,30.2055662,-85.60771,GEOMETRIC_CENTER,True
Crescent Lake House,Crescent City,Putnam,florida,29.4597354,-81.5229111,ROOFTOP,True
Crescent Park Village,Crestview,Okaloosa,florida,30.735777,-86.568771,ROOFTOP,True
Crescent Wood,Titusville,Brevard,florida,28.5873033,-80.8236332,ROOFTOP,True
Crest Manor,Lake Worth,Palm Beach,florida,26.612285,-80.0537583,ROOFTOP,True
Cresthaven,West Palm Beach,Palm Beach,florida,26.6367505,-80.1292409,GEOMETRIC_CENTER,False
Crestview Manor,Crestview,Okaloosa,florida,30.7621814,-86.570771,ROOFTOP,True
Crossings At Riverview The,Riverview,Hillsborough,florida,27.866433,-82.32813740000002,ROOFTOP,True
Croton Manor,Sarasota,Sarasota,florida,27.310723,-82.5036306,ROOFTOP,True
Crown Assisted Living,New Smyrna Beach,Volusia,florida,29.0235989,-80.9350481,ROOFTOP,True
Crown Court,Inverness,Citrus,florida,28.8366682,-82.33291919999999,ROOFTOP,True
Cruz Family Home,Miami,Miami-Dade,florida,25.7560496,-80.2434375,ROOFTOP,True
Cunningham Elderly,Deltona,Volusia,florida,28.9457797,-81.18454679999999,ROOFTOP,True
Curlew Care Of Clearwater,Clearwater,Pinellas,florida,28.0480426,-82.7244877,ROOFTOP,True
Cutler Bay Assisted Living Facility Corp,Miami,Miami-Dade,florida,25.5808323,-80.34685929999999,APPROXIMATE,True
Cutler Bay Village Alf,Cutler Bay,Miami-Dade,florida,25.5703357,-80.3610477,ROOFTOP,True
Cypress Cove At Healthpark Fl,Fort Myers,Lee,florida,26.5033518,-81.91492079999999,GEOMETRIC_CENTER,False
Cypress Creek Assisted Living Residence Management,Ruskin,Hillsborough,florida,27.7249348,-82.3814838,ROOFTOP,True
Cypress Manor Assisted Living Facility Ii,Margate,Broward,florida,26.2445263,-80.206436,APPROXIMATE,True
Cypress Manor Assisted Living Facility,Margate,Broward,florida,26.2445263,-80.206436,APPROXIMATE,True
Cypress Palms,Largo,Pinellas,florida,27.9210198,-82.76961969999999,ROOFTOP,True
D&N Home Care Services,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Dacier Manor,Live Oak,Suwannee,florida,30.253705,-83.233182,ROOFTOP,True
Dade County Adult Living Facility Group Corp.,Miami,Miami-Dade,florida,25.6275953,-80.3985563,ROOFTOP,True
Dahlia'S House Of Love,Palm Bay,Brevard,florida,27.9255627,-80.62950670000001,ROOFTOP,True
Daisy Cuidado De Ancianos,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Daniella'S Care Center,Hialeah,Miami-Dade,florida,25.867389,-80.30592399999999,ROOFTOP,True
Daniella'S Home Care,Miami,Miami-Dade,florida,25.7798509,-80.21963180000002,ROOFTOP,True
Davi'S Alf,Miami,Miami-Dade,florida,25.8432779,-80.25145669999999,ROOFTOP,True
Davisito'S 2,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Davisito'S,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Dayi'S Sunflowers Alf,Tampa,Hillsborough,florida,27.9590288,-82.50178939999999,ROOFTOP,True
Dayspring Senior Living,Hilliard,Nassau,florida,30.7396004,-81.9495776,ROOFTOP,True
Dayspring Village,Hilliard,Nassau,florida,30.7677314,-81.9708849,ROOFTOP,True
De Las Mercedes Alf Corp,Tampa,Hillsborough,florida,28.0135274,-82.4734987,ROOFTOP,True
Deborah A Alaniz,Weeki Wachee,Hernando,florida,28.5155513,-82.5728769,APPROXIMATE,True
Debra'S Assisted Living Facility,Tampa,Hillsborough,florida,27.9795307,-82.4445691,ROOFTOP,True
Deerfoot Manor Assisted Living Facility,Deland,Volusia,florida,28.9919713,-81.30874759999999,ROOFTOP,True
Deerwood Place,Jacksonville,Duval,florida,30.2412966,-81.5303821,APPROXIMATE,False
Dejay'S Adult Care,Plantation,Broward,florida,26.1035399,-80.26156619999999,ROOFTOP,True
Del Real Home Care,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Del Rio Home Alf,Miami,Miami-Dade,florida,25.9426438,-80.32537430000001,ROOFTOP,True
Deland Manor Assisted Living,Deland,Volusia,florida,29.0253639,-81.2985382,ROOFTOP,True
Desoto Care - Nocatee,Arcadia,Desoto,florida,27.1479492,-81.8704757,ROOFTOP,True
Desoto Palms,Sarasota,Sarasota,florida,27.3818742,-82.4632074,ROOFTOP,True
Dh Home Health Services,Miami,Miami-Dade,florida,25.8422602,-80.2434581,ROOFTOP,True
Diamond Alf,Green Cove Springs,Clay,florida,29.9919085,-81.6781467,APPROXIMATE,True
Diamond Lifestyle Alf,West Melbourne,Brevard,florida,28.0716832,-80.65338779999999,APPROXIMATE,True
Diamond Spring Retirement Home,Saint Petersburg,Pinellas,florida,27.7676008,-82.64029149999999,APPROXIMATE,True
Diana Home Care I Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Diana Home Care Ii,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Diaz Home Care Alf Ii.,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Diaz Home Care Alf,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Dios Da El Mana Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Discovery Commons At Bradenton,Bradenton,Manatee,florida,27.4760419,-82.60451859999999,ROOFTOP,True
Discovery Commons Cypress Point,Fort Myers,Lee,florida,26.542891,-81.8407074,ROOFTOP,True
Discovery Commons San Pablo,Jacksonville,Duval,florida,30.2665021,-81.44328220000001,ROOFTOP,True
Discovery Commons South Biscayne,North Port,Sarasota,florida,27.0416158,-82.2527995,ROOFTOP,True
Discovery Village At Boynton Beach Al,Boynton Beach,Palm Beach,florida,32.3182314,-86.902298,APPROXIMATE,True
Discovery Village At Deerwood,Jacksonville,Duval,florida,30.2420221,-81.53881559999999,ROOFTOP,True
Discovery Village At Melbourne,Melbourne,Brevard,florida,28.1604498,-80.64405750000002,ROOFTOP,True
Discovery Village At Naples,Naples,Collier,florida,26.1076208,-81.68931669999999,ROOFTOP,True
Discovery Village At Palm Beach Gardens,Palm Beach Gardens,Palm Beach,florida,26.8053836,-80.13897109999999,ROOFTOP,True
Discovery Village At Sarasota Bay,Bradenton,Manatee,florida,27.4175992,-82.5773026,ROOFTOP,True
Discovery Village At Stuart,Stuart,Martin,florida,27.1298141,-80.2198791,ROOFTOP,True
Discovery Village At Tampa Palms,Tampa,Hillsborough,florida,28.1345415,-82.3805931,ROOFTOP,True
Discovery Village At The Forum,Ft. Myers,Lee,florida,26.6295719,-81.79201839999999,ROOFTOP,True
Discovery Village At Westchase,Tampa,Hillsborough,florida,28.0625995,-82.626966,ROOFTOP,True
Discovery Village Vero Beach,Vero Beach,Indian River,florida,27.633638,-80.47236250000002,ROOFTOP,True
Diversity Me,Jacksonville,Duval,florida,30.3580221,-81.6757495,ROOFTOP,True
Divine Assisted Living Facility,Altamonte Springs,Seminole,florida,28.6611089,-81.3656242,APPROXIMATE,True
Divine Care Of Port Charlotte,Port Charlotte,Charlotte,florida,26.990698,-82.0859596,ROOFTOP,True
Divine Manor Assisted Living Facility,Kissimmee,Osceola,florida,28.283656,-81.37539799999999,ROOFTOP,True
Divine Oasis Alf,Valrico,Hillsborough,florida,27.9235479,-82.24205289999999,ROOFTOP,True
Dixie Oak Manor,Vero Beach,Indian River,florida,27.7101204,-80.4195486,ROOFTOP,True
Dlm Home Care Services Alf,Tampa,Hillsborough,florida,28.0269596,-82.40723109999999,ROOFTOP,True
Donna'S Assisted Living Facility Ii,Palm Bay,Brevard,florida,27.9596362,-80.6538829,ROOFTOP,True
Donna'S Assisted Living Facility,Palm Bay,Brevard,florida,27.9596362,-80.6538829,ROOFTOP,True
Dora Assisted Living Facility,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Dora Home Care,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Doralus Homecare,Clermont,Lake,florida,28.5494447,-81.77285429999999,APPROXIMATE,True
Dorcas House,Bradenton,Manatee,florida,27.4989278,-82.5748194,APPROXIMATE,True
Dornoch Place Del Prado,Cape Coral,Lee,florida,26.6007807,-81.94009369999999,ROOFTOP,True
Dorothy Cares Alf,Riverview,Hillsborough,florida,27.7916147,-82.2989855,ROOFTOP,True
Dorothy Cares Ii Alf,Riverview,Hillsborough,florida,27.7916147,-82.2989855,ROOFTOP,True
Douglas Assisted Living Facility,Lake City,Columbia,florida,30.1896756,-82.6392899,APPROXIMATE,True
Dp & B Enterprise,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Dr Phillips Assisted Living Facility,Orlando,Orange,florida,28.5375387,-81.376897,ROOFTOP,True
Dr Phillips Residential Living Ii,Orlando,Orange,florida,28.5375387,-81.376897,ROOFTOP,True
Dream Lake,Apopka,Orange,florida,28.6857992,-81.5142902,GEOMETRIC_CENTER,False
Dulce Hogar,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Dulce Home Alf Corp,Miami,Miami-Dade,florida,25.7783242,-80.1990521,GEOMETRIC_CENTER,True
Duncan'S Family Care,Maitland,Orange,florida,28.6302204,-81.4154586,ROOFTOP,True
Duran Home Care Corp.,Homestead,Miami-Dade,florida,25.5184891,-80.4001466,ROOFTOP,True
Durant Home,Plant City,Hillsborough,florida,27.9083265,-82.2156037,GEOMETRIC_CENTER,True
E & A Paradise Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Eagles,Largo,Pinellas,florida,27.9064614,-82.7537429,GEOMETRIC_CENTER,False
Eagles Eye Comfort Care Miramar,Miramar,Broward,florida,26.0109936,-80.2588124,ROOFTOP,True
Eagles Eyes Comfort Care,Pembroke Pines,Broward,florida,26.0090798,-80.38519959999999,ROOFTOP,True
East Gables Retirement Center,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
East Lake Manor,Tarpon Springs,Pinellas,florida,28.1365399,-82.6981176,ROOFTOP,True
East Ridge Retirement Village,Miami,Miami-Dade,florida,25.5847222,-80.32666669999999,APPROXIMATE,True
Eastside Active Living,Hollywood,Broward,florida,26.0254883,-80.1389042,ROOFTOP,True
Eastside Care Alf,Lake City,Columbia,florida,30.186421,-82.607243,ROOFTOP,True
Ebenezer Alf The,Lehigh Acres,Lee,florida,26.6253497,-81.6248026,APPROXIMATE,True
Ebenezer Family Home Ii,Miami,Miami-Dade,florida,25.8834896,-80.3118913,ROOFTOP,True
Ebenezer Family Home Iii,Miami,Miami-Dade,florida,25.8834896,-80.3118913,ROOFTOP,True
Ebenezer Family Home,Hialeah,Miami-Dade,florida,25.8834896,-80.3118913,ROOFTOP,True
Ebenezer Palace Corp,Hialeah,Miami-Dade,florida,25.8714824,-80.32600049999999,ROOFTOP,True
Edad De Oro Senior Care,Miami,Miami-Dade,florida,25.8217857,-80.3323644,ROOFTOP,True
Edem Home Care.,Miami Gardens,Miami-Dade,florida,25.9430802,-80.20253559999999,ROOFTOP,True
Eden At Crestview,Crestview,Okaloosa,florida,30.7353363,-86.5695343,ROOFTOP,True
Eden Manor,Orlando,Orange,florida,28.612956,-81.4455151,ROOFTOP,True
Eden Paradise Assisted Living,Cape Coral,Lee,florida,26.6530158,-82.04652399999999,ROOFTOP,True
Eden'S Garden Assisted Living Facility,Palm Bay,Brevard,florida,28.018376,-80.718105,ROOFTOP,True
Eilaz Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
El Cochero Alf Corp,Tampa,Hillsborough,florida,27.9911018,-82.4417655,ROOFTOP,True
El Eden Corp,Hialeah Gardens,Miami-Dade,florida,25.8650961,-80.3244957,APPROXIMATE,True
El Nino De Atocha #33,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
El Oasis Adult Care,Tampa,Hillsborough,florida,28.0079691,-82.51117839999999,ROOFTOP,True
El Oasis Alf Ii,Tampa,Hillsborough,florida,28.0079691,-82.51117839999999,ROOFTOP,True
El Oasis Alf,Tampa,Hillsborough,florida,28.0079691,-82.51117839999999,ROOFTOP,True
El Paraiso Home.,Miami,Miami-Dade,florida,25.8361454,-80.3212743,ROOFTOP,True
El Pinar Assisted Living Facility,West Palm Beach,Palm Beach,florida,26.661198,-80.0916589,ROOFTOP,True
El Renacer De Ana,Miami,Miami-Dade,florida,25.7776676,-80.2921969,ROOFTOP,True
Elan Manatee,Bradenton,Manatee,florida,27.4400009,-82.4612392,ROOFTOP,True
Elance At Pasadena,Saint Petersburg,Pinellas,florida,27.757625,-82.739598,ROOFTOP,True
Elance At Sarasota,Sarasota,Sarasota,florida,27.2385771,-82.49984549999999,ROOFTOP,True
Elderly Living Center Of Holly Hill.,Holly Hill,Volusia,florida,29.2435916,-81.0375555,APPROXIMATE,True
Elderly Pride Assisted Living Ii,Plant City,Hillsborough,florida,28.0042373,-82.1240337,ROOFTOP,True
Elderly R Us,Miami,Miami-Dade,florida,25.7490062,-80.33721919999999,ROOFTOP,True
Elder'S Island,Boca Raton,Palm Beach,florida,26.3683064,-80.1289321,APPROXIMATE,True
Elders Of Mount Dora,Mount Dora,Orange,florida,28.782221,-81.5911034,ROOFTOP,True
Elena Palace Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Elevated Estates Edwinola,Dade City,Pasco,florida,28.3653312,-82.1911184,ROOFTOP,True
Elevated Estates Of New Port Richey,New Port Richey,Pasco,florida,28.2220788,-82.6915008,ROOFTOP,True
Elevated Estates Spring Hill,Spring Hill,Hernando,florida,28.4831742,-82.58493849999999,ROOFTOP,True
Elia'S Home Care #3,Miami,Miami-Dade,florida,25.7880468,-80.1406619,ROOFTOP,True
Elia'S Home Care,Coral Gables,Miami-Dade,florida,25.7491968,-80.2635411,APPROXIMATE,True
Elison Assisted Living Of Bella Vita,Venice,Sarasota,florida,27.1007777,-82.4117852,ROOFTOP,True
Elison Senior Living Community Of Pinecrest,Largo,Pinellas,florida,27.9094665,-82.7873244,APPROXIMATE,True
Elite Garden Rockledge,Rockledge,Brevard,florida,28.3164498,-80.72698539999999,APPROXIMATE,True
Elite Garden,Saint Cloud,Osceola,florida,28.2481998,-81.3132535,ROOFTOP,True
Elite Manor - Kissimmee,Kissimmee,Osceola,florida,28.3389091,-81.2813256,ROOFTOP,True
Ella'S Place Assisted Living,Kissimmee,Polk,florida,28.0724825,-81.5002961,ROOFTOP,True
Ellie'S Assisted Living,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Elpa Home Care Center,Miami,Miami-Dade,florida,25.6914072,-80.3554516,ROOFTOP,True
Elysian Gardens Assisted Living Facility Of Tampa,Tampa,Hillsborough,florida,28.0608674,-82.4561433,ROOFTOP,True
Embassy Brandon,Brandon,Hillsborough,florida,27.941591,-82.3324246,ROOFTOP,True
Embassy Indian Oaks,Largo,Pinellas,florida,27.8761704,-82.81947029999999,ROOFTOP,True
Embassy Retirement Home Of Margate,Margate,Broward,florida,26.240194,-80.2063199,ROOFTOP,True
Emerald Garden,Clearwater,Pinellas,florida,27.9994052,-82.7096135,ROOFTOP,True
Emerald Gardens Home Alf,Pensacola,Escambia,florida,30.4249796,-87.3081744,ROOFTOP,True
Emerald Hills,Zephyrhills,Pasco,florida,28.2336196,-82.18119469999999,APPROXIMATE,True
Emerald Park Of Hollywood,Hollywood,Broward,florida,26.0465381,-80.20339039999999,ROOFTOP,True
Emmanuel Care Assisted Living Facility,Palm Beach Gardens,Palm Beach,florida,26.8195916,-80.0918611,ROOFTOP,True
Emmanuel Care Assisted Living Facility Ii,Palm Beach Gardens,Palm Beach,florida,26.8195916,-80.0918611,ROOFTOP,True
Emma'S Creek Alf,Riverview,Hillsborough,florida,27.8661364,-82.32648089999999,APPROXIMATE,True
Encore At Avalon Park,Orlando,Orange,florida,28.5140284,-81.15675689999999,ROOFTOP,True
English Estates Assisted Living Facility,Maitland,Orange,florida,28.6418825,-81.33970819999999,ROOFTOP,True
Entrusted Care Alf At Heathrow,Sanford,Seminole,florida,51.4700223,-0.4542955,GEOMETRIC_CENTER,True
Epworth Village Retirement Community,Hialeah,Miami-Dade,florida,25.8701492,-80.3180935,ROOFTOP,True
Erika'S House Alf,Tampa,Hillsborough,florida,28.023848,-82.490841,ROOFTOP,True
Esperanza'S Alf,Miami,Miami-Dade,florida,25.6072905,-80.42496919999999,ROOFTOP,True
Estate At Hyde Park (The),Tampa,Hillsborough,florida,27.9267328,-82.4835746,ROOFTOP,True
Estero Mc,Estero,Lee,florida,26.438136,-81.8067523,APPROXIMATE,True
Estevez Home Care Corp,Miami,Miami-Dade,florida,25.7325002,-80.3918948,ROOFTOP,True
Esther Home Care I,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Esther Home Care,Miami,Miami-Dade,florida,25.8694978,-80.2114181,ROOFTOP,True
Eternally Rich Assisted Living Facility,Tallahassee,Leon,florida,30.40007,-84.287066,ROOFTOP,True
Euphorian House,Clearwater,Pinellas,florida,27.9658533,-82.8001026,APPROXIMATE,True
Euphorian Manor,Clearwater,Pinellas,florida,27.9844742,-82.7456968,GEOMETRIC_CENTER,True
Eustis Senior Care,Eustis,Lake,florida,28.8552301,-81.6818251,ROOFTOP,True
Evelyn'S Paradise #1,Miami,Miami-Dade,florida,25.7708147,-80.3055646,ROOFTOP,True
Evelyn'S Paradise,Miami Springs,Miami-Dade,florida,25.7705768,-80.28953349999999,ROOFTOP,True
Evelyn'S Place.,Hollywood,Broward,florida,26.0048155,-80.1923881,ROOFTOP,True
Evergreen Manor Retirement Home,Safety Harbor,Pinellas,florida,28.0261783,-82.7010142,ROOFTOP,True
Everlasting Family Home Care Services Ii,Royal Palm Beach,Palm Beach,florida,26.7211833,-80.2214006,ROOFTOP,True
Everlasting Family Home Care Services,West Palm Beach,Palm Beach,florida,26.6674897,-80.0835183,ROOFTOP,True
Excellence Assisted Living Facility,Orlando,Orange,florida,28.5188297,-81.3118527,ROOFTOP,True
Excellent Grandparent Place,Miami,Miami-Dade,florida,25.7840163,-80.23109579999999,ROOFTOP,True
Excelsior Omega # 2,Sarasota,Sarasota,florida,27.3372046,-82.4842122,ROOFTOP,True
Excelsior Omega,Sarasota,Sarasota,florida,27.3372046,-82.4842122,ROOFTOP,True
Exclusive Home,Hialeah,Miami-Dade,florida,25.8575963,-80.2781057,APPROXIMATE,True
Exquisite Senior Care.,Hollywood,Broward,florida,26.0112014,-80.1494901,APPROXIMATE,True
Extended Care,Hollywood,Broward,florida,26.0112014,-80.1494901,APPROXIMATE,True
Extending Lovable Living Assistance,Orlando,Orange,florida,28.3793732,-81.1697111,ROOFTOP,True
Eyea Palace Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Fabulous Resort Alf,Port Saint Lucie,St. Lucie,florida,27.288053,-80.336927,ROOFTOP,True
Fairgreen Assisted Living,New Smyrna Beach,Volusia,florida,29.0282964,-80.9449875,ROOFTOP,True
Fairlawns Alf,Miami Gardens,Miami-Dade,florida,25.9399252,-80.28288900000001,ROOFTOP,True
Fairway Chalet,Tarpon Springs,Pinellas,florida,28.1369463,-82.7621301,ROOFTOP,True
Faith Care,Port Saint Lucie,St. Lucie,florida,27.2678199,-80.38921359999999,ROOFTOP,True
Faith Home Care Alf,Seffner,Hillsborough,florida,27.9848643,-82.2791663,ROOFTOP,True
Faithful Friends,Bradenton,Manatee,florida,27.4545981,-82.5409051,ROOFTOP,True
Faithful Friends Loving Care Assisted Living Corporation,Bradenton,Manatee,florida,27.4545981,-82.5409051,ROOFTOP,True
Faithful Friends Of North Port,North Port,Sarasota,florida,27.0748025,-82.11056500000001,ROOFTOP,True
Family Connect Life,Spring Hill,Hernando,florida,28.4557684,-82.59875439999999,ROOFTOP,True
Family Extended Care Of Sarasota (Dba) Cabot Reserve On The Gree,Sarasota,Sarasota,florida,27.3422727,-82.47871909999999,ROOFTOP,True
Family Extended Care Of Sebring,Sebring,Highlands,florida,27.5332402,-81.5155757,ROOFTOP,True
Family Extended Care Of Spring Hill Nw,Spring Hill,Hernando,florida,28.4611652,-82.5421608,GEOMETRIC_CENTER,True
Family Extended Care Of Winter Haven,Winter Haven,Polk,florida,28.0222435,-81.7328567,APPROXIMATE,True
Family First Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Family Group Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Family Home Alf,Melbourne,Brevard,florida,28.0836269,-80.60810889999999,APPROXIMATE,True
Family Of Friends (The),Sanford,Seminole,florida,28.8028612,-81.269453,APPROXIMATE,True
Family Traditions,Venice,Sarasota,florida,27.0746572,-82.4154659,ROOFTOP,True
Family Welfare,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Fannie E. Taylor Home For The Aged-Taylor Manor.,Jacksonville,Duval,florida,30.2566913,-81.62066349999999,ROOFTOP,True
Farah Michele A.L.F.,Hialeah,Miami-Dade,florida,25.8504597,-80.2911582,ROOFTOP,True
Farrington House Assisted Living Facility,Merritt Island,Brevard,florida,28.3919721,-80.67168989999999,ROOFTOP,True
